2454366.500000000, A.D. 2007-Sep-23 00:00:00.0000,  6.735585659181289E-01,  2.726693956621919E-01, -3.524378624826777E-02, -7.554167280362812E-03,  1.870428355904474E-02,  6.917148895745437E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454367.500000000, A.D. 2007-Sep-24 00:00:00.0000,  6.657441101801368E-01,  2.912672453632885E-01, -3.453850552804156E-02, -8.073779625178369E-03,  1.848898900952889E-02,  7.187576587081610E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454368.500000000, A.D. 2007-Sep-25 00:00:00.0000,  6.574130035034581E-01,  3.096425456808519E-01, -3.380645227063236E-02, -8.587401586215489E-03,  1.825921083856473E-02,  7.452564208107542E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454369.500000000, A.D. 2007-Sep-26 00:00:00.0000,  6.485714383540631E-01,  3.277808930284339E-01, -3.304818105002793E-02, -9.094629642113338E-03,  1.801511100900275E-02,  7.711901049833322E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454370.500000000, A.D. 2007-Sep-27 00:00:00.0000,  6.392260087369663E-01,  3.456680514485637E-01, -3.226426731916900E-02, -9.595064289382735E-03,  1.775686280322008E-02,  7.965380271170374E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454371.500000000, A.D. 2007-Sep-28 00:00:00.0000,  6.293837060186673E-01,  3.632899638925986E-01, -3.145530701448668E-02, -1.008831036175312E-02,  1.748465074227049E-02,  8.212799072159923E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454372.500000000, A.D. 2007-Sep-29 00:00:00.0000,  6.190519144303802E-01,  3.806327634151800E-01, -3.062191614318685E-02, -1.057397734918659E-02,  1.719867049589770E-02,  8.453958865763934E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454373.500000000, A.D. 2007-Sep-30 00:00:00.0000,  6.082384062525534E-01,  3.976827842740630E-01, -2.976473035343623E-02, -1.105167971624947E-02,  1.689912878326271E-02,  8.688665448019892E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454374.500000000, A.D. 2007-Oct-01 00:00:00.0000,  5.969513366814395E-01,  4.144265729260063E-01, -2.888440448762092E-02, -1.152103721958945E-02,  1.658624326432651E-02,  8.916729166404381E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454375.500000000, A.D. 2007-Oct-02 00:00:00.0000,  5.851992383787561E-01,  4.308508989093380E-01, -2.798161211886555E-02, -1.198167522423161E-02,  1.626024242180078E-02,  9.137965086228546E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454376.500000000, A.D. 2007-Oct-03 00:00:00.0000,  5.729910157057621E-01,  4.469427656037219E-01, -2.705704507101896E-02, -1.243322501839951E-02,  1.592136543359069E-02,  9.352193154883640E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454377.500000000, A.D. 2007-Oct-04 00:00:00.0000,  5.603359386433761E-01,  4.626894208575867E-01, -2.611141292233021E-02, -1.287532412656030E-02,  1.556986203566464E-02,  9.559238363754066E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454378.500000000, A.D. 2007-Oct-05 00:00:00.0000,  5.472436364002654E-01,  4.780783674736149E-01, -2.514544249305793E-02, -1.330761662038577E-02,  1.520599237529733E-02,  9.758930907612083E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454379.500000000, A.D. 2007-Oct-06 00:00:00.0000,  5.337240907111477E-01,  4.930973735426425E-01, -2.415987731727353E-02, -1.372975342731408E-02,  1.483002685464370E-02,  9.951106341306037E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454380.500000000, A.D. 2007-Oct-07 00:00:00.0000,  5.197876288278637E-01,  5.077344826162865E-01, -2.315547709913940E-02, -1.414139263638974E-02,  1.444224596461214E-02,  1.013560573355114E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454381.500000000, A.D. 2007-Oct-08 00:00:00.0000,  5.054449162061085E-01,  5.219780237085846E-01, -2.213301715396039E-02, -1.454219980105228E-02,  1.404294010901707E-02,  1.031227581762987E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454382.500000000, A.D. 2007-Oct-09 00:00:00.0000,  4.907069488910401E-01,  5.358166211169232E-01, -2.109328783432834E-02, -1.493184823853699E-02,  1.363240941900165E-02,  1.048096913880631E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454383.500000000, A.D. 2007-Oct-10 00:00:00.0000,  4.755850456053225E-01,  5.492392040525239E-01, -2.003709394169735E-02, -1.531001932554387E-02,  1.321096355773300E-02,  1.064154419825589E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454384.500000000, A.D. 2007-Oct-11 00:00:00.0000,  4.600908395435144E-01,  5.622350160707681E-01, -1.896525412374916E-02, -1.567640278982378E-02,  1.277892151538315E-02,  1.079386559330998E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454385.500000000, A.D. 2007-Oct-12 00:00:00.0000,  4.442362698770497E-01,  5.747936242916646E-01, -1.787860025792533E-02, -1.603069699735337E-02,  1.233661139445961E-02,  1.093780415383579E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454386.500000000, A.D. 2007-Oct-13 00:00:00.0000,  4.280335729744056E-01,  5.869049284008313E-01, -1.677797682152513E-02, -1.637260923470574E-02,  1.188437018547729E-02,  1.107323707451209E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454387.500000000, A.D. 2007-Oct-14 00:00:00.0000,  4.114952733414567E-01,  5.985591694213470E-01, -1.566424024878602E-02, -1.670185598627784E-02,  1.142254353307402E-02,  1.120004804286051E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454388.500000000, A.D. 2007-Oct-15 00:00:00.0000,  3.946341742873037E-01,  6.097469382469799E-01, -1.453825827538542E-02, -1.701816320602724E-02,  1.095148549264158E-02,  1.131812736276516E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454389.500000000, A.D. 2007-Oct-16 00:00:00.0000,  3.774633483212859E-01,  6.204591839273307E-01, -1.340090927082154E-02, -1.732126658331952E-02,  1.047155827754382E-02,  1.142737207334181E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454390.500000000, A.D. 2007-Oct-17 00:00:00.0000,  3.599961272872300E-01,  6.306872216955370E-01, -1.225308155914859E-02, -1.761091180254468E-02,  9.983131997045574E-03,  1.152768606293277E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454391.500000000, A.D. 2007-Oct-18 00:00:00.0000,  3.422460922413532E-01,  6.404227407293143E-01, -1.109567272856509E-02, -1.788685479613153E-02,  9.486584385073210E-03,  1.161898017803591E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454392.500000000, A.D. 2007-Oct-19 00:00:00.0000,  3.242270630806058E-01,  6.496578116362285E-01, -9.929588930369789E-03, -1.814886199059216E-02,  8.982300519945698E-03,  1.170117232697773E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454393.500000000, A.D. 2007-Oct-20 00:00:00.0000,  3.059530879286068E-01,  6.583848936542505E-01, -8.755744167821326E-03, -1.839671054523127E-02,  8.470672535233516E-03,  1.177418757814338E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454394.500000000, A.D. 2007-Oct-21 00:00:00.0000,  2.874384322866891E-01,  6.665968415588058E-01, -7.575059575454507E-03, -1.863018858315806E-02,  7.952099321920961E-03,  1.183795825257779E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454395.500000000, A.D. 2007-Oct-22 00:00:00.0000,  2.686975679579311E-01,  6.742869122677182E-01, -6.388462689425942E-03, -1.884909541424140E-02,  7.426986222065777E-03,  1.189242401077428E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454396.500000000, A.D. 2007-Oct-23 00:00:00.0000,  2.497451617524102E-01,  6.814487711356491E-01, -5.196886709478196E-03, -1.905324174965189E-02,  6.895744714168113E-03,  1.193753193346943E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454397.500000000, A.D. 2007-Oct-24 00:00:00.0000,  2.305960639822676E-01,  6.880764979298558E-01, -4.001269753132993E-03, -1.924244990763723E-02,  6.358792090479373E-03,  1.197323659626437E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454398.500000000, A.D. 2007-Oct-25 00:00:00.0000,  2.112652967555287E-01,  6.941645924793322E-01, -2.802554102737117E-03, -1.941655401018028E-02,  5.816551126499613E-03,  1.199950013789522E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454399.500000000, A.D. 2007-Oct-26 00:00:00.0000,  1.917680420779677E-01,  6.997079799896505E-01, -1.601685446006404E-03, -1.957540017019208E-02,  5.269449742930496E-03,  1.201629232197709E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454400.500000000, A.D. 2007-Oct-27 00:00:00.0000,  1.721196297726562E-01,  7.047020160161023E-01, -3.996121107298070E-04, -1.971884666889525E-02,  4.717920660369098E-03,  1.202359059204851E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454401.500000000, A.D. 2007-Oct-28 00:00:00.0000,  1.523355252272235E-01,  7.091424910880608E-01,  8.027157056783646E-04, -1.984676412302453E-02,  4.162401047061192E-03,  1.202138011962050E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454402.500000000, A.D. 2007-Oct-29 00:00:00.0000,  1.324313169788399E-01,  7.130256349775569E-01,  2.004346711138812E-03, -1.995903564179591E-02,  3.603332159861073E-03,  1.200965384571789E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454403.500000000, A.D. 2007-Oct-30 00:00:00.0000,  1.124227041483300E-01,  7.163481206060396E-01,  3.204329297518838E-03, -2.005555697229078E-02,  3.041158979183805E-03,  1.198841251375071E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454404.500000000, A.D. 2007-Oct-31 00:00:00.0000,  9.232548373355866E-02,  7.191070675824563E-01,  4.401712322349829E-03, -2.013623663480812E-02,  2.476329837287614E-03,  1.195766469726464E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454405.500000000, A.D. 2007-Nov-01 00:00:00.0000,  7.215553777370910E-02,  7.213000453671119E-01,  5.595545892832625E-03, -2.020099604598592E-02,  1.909296041309555E-03,  1.191742681865888E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454406.500000000, A.D. 2007-Nov-02 00:00:00.0000,  5.192882039614638E-02,  7.229250760556645E-01,  6.784882151375965E-03, -2.024976963046395E-02,  1.340511490596514E-03,  1.186772316109939E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454407.500000000, A.D. 2007-Nov-03 00:00:00.0000,  3.166134475745791E-02,  7.239806367778363E-01,  7.968776061975272E-03, -2.028250492082385E-02,  7.704322888935963E-04,  1.180858587335605E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454408.500000000, A.D. 2007-Nov-04 00:00:00.0000,  1.136916989052224E-02,  7.244656617059665E-01,  9.146286196710781E-03, -2.029916264555044E-02,  1.995163519323566E-04,  1.174005496732245E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454409.500000000, A.D. 2007-Nov-05 00:00:00.0000, -8.931612530290125E-03,  7.243795436690712E-01,  1.031647552162329E-02, -2.029971680476565E-02, -3.717769890581500E-04,  1.166217830800687E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454410.500000000, A.D. 2007-Nov-06 00:00:00.0000, -2.922489149343585E-02,  7.237221353685883E-01,  1.147841218120429E-02, -2.028415473349486E-02, -9.429873874140575E-04,  1.157501159581339E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454411.500000000, A.D. 2007-Nov-07 00:00:00.0000, -4.949455001145312E-02,  7.224937501924726E-01,  1.263117028072269E-02, -2.025247715223303E-02, -1.513653884189196E-03,  1.147861834096184E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454412.500000000, A.D. 2007-Nov-08 00:00:00.0000, -6.972447852633792E-02,  7.206951626247898E-01,  1.377383066559542E-02, -2.020469820458590E-02, -2.083315313933017E-03,  1.137306982992541E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454413.500000000, A.D. 2007-Nov-09 00:00:00.0000, -8.989858834600888E-02,  7.183276082484048E-01,  1.490548169699815E-02, -2.014084548176976E-02, -2.651510712649048E-03,  1.125844508379500E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454414.500000000, A.D. 2007-Nov-10 00:00:00.0000, -1.100008250986131E-01,  7.153927833388007E-01,  1.602522002290706E-02, -2.006096003376059E-02, -3.217779727508535E-03,  1.113483080850906E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454415.500000000, A.D. 2007-Nov-11 00:00:00.0000, -1.300151821912228E-01,  7.118928440474748E-01,  1.713215134375451E-02, -1.996509636689199E-02, -3.781663027913416E-03,  1.100232133691822E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454416.500000000, A.D. 2007-Nov-12 00:00:00.0000, -1.499257142592721E-01,  7.078304051737597E-01,  1.822539117188317E-02, -1.985332242770864E-02, -4.342702717522318E-03,  1.086101856268351E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454417.500000000, A.D. 2007-Nov-13 00:00:00.0000, -1.697165505933090E-01,  7.032085385243184E-01,  1.930406558403623E-02, -1.972571957406095E-02, -4.900442746766590E-03,  1.071103186751961E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454418.500000000, A.D. 2007-Nov-14 00:00:00.0000, -1.893719085298147E-01,  6.980307708602064E-01,  2.036731196613963E-02, -1.958238253142977E-02, -5.454429325105286E-03,  1.055247803885357E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454419.500000000, A.D. 2007-Nov-15 00:00:00.0000, -2.088761067915502E-01,  6.923010814318885E-01,  2.141427974947674E-02, -1.942341933634743E-02, -6.004211332824987E-03,  1.038548118097336E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454420.500000000, A.D. 2007-Nov-16 00:00:00.0000, -2.282135787645011E-01,  6.860238991029530E-01,  2.244413113759023E-02, -1.924895126583701E-02, -6.549340731713423E-03,  1.021017261797361E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454421.500000000, A.D. 2007-Nov-17 00:00:00.0000, -2.473688856974063E-01,  6.792040990639481E-01,  2.345604182309489E-02, -1.905911275320735E-02, -7.089372974065783E-03,  1.002669078913800E-03,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454422.500000000, A.D. 2007-Nov-18 00:00:00.0000, -2.663267298102430E-01,  6.718469991382452E-01,  2.444920169364997E-02, -1.885405129017659E-02, -7.623867409545040E-03,  9.835181136740110E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454423.500000000, A.D. 2007-Nov-19 00:00:00.0000, -2.850719672980180E-01,  6.639583556823326E-01,  2.542281552633555E-02, -1.863392731536948E-02, -8.152387689366304E-03,  9.635795986357355E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454424.500000000, A.D. 2007-Nov-20 00:00:00.0000, -3.035896212162697E-01,  6.555443590834850E-01,  2.637610366969049E-02, -1.839891408925574E-02, -8.674502167280558E-03,  9.428694419805014E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454425.500000000, A.D. 2007-Nov-21 00:00:00.0000, -3.218648942347663E-01,  6.466116288582614E-01,  2.730830271268031E-02, -1.814919755561940E-02, -9.189784296838423E-03,  9.214042140810872E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454426.500000000, A.D. 2007-Nov-22 00:00:00.0000, -3.398831812459839E-01,  6.371672083558195E-01,  2.821866613987443E-02, -1.788497618967177E-02, -9.697813024419976E-03,  8.992011333563403E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454427.500000000, A.D. 2007-Nov-23 00:00:00.0000, -3.576300818150752E-01,  6.272185590705242E-01,  2.910646497212777E-02, -1.760646083294291E-02, -1.019817317752180E-02,  8.762780514279526E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454428.500000000, A.D. 2007-Nov-24 00:00:00.0000, -3.750914124581837E-01,  6.167735545688534E-01,  2.997098839207810E-02, -1.731387451510937E-02, -1.069045584779790E-02,  8.526534375950632E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454429.500000000, A.D. 2007-Nov-25 00:00:00.0000, -3.922532187361276E-01,  6.058404740360931E-01,  3.081154435378157E-02, -1.700745226293810E-02, -1.117425876835642E-02,  8.283463626438548E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454430.500000000, A.D. 2007-Nov-26 00:00:00.0000, -4.091017871506695E-01,  5.944279954488136E-01,  3.162746017583554E-02, -1.668744089654938E-02, -1.164918668481918E-02,  8.033764820105990E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454431.500000000, A.D. 2007-Nov-27 00:00:00.0000, -4.256236568308009E-01,  5.825451883796066E-01,  3.241808311734756E-02, -1.635409881322367E-02, -1.211485171965671E-02,  7.777640183178925E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454432.500000000, A.D. 2007-Nov-28 00:00:00.0000, -4.418056309967088E-01,  5.702015064410527E-01,  3.318278093613649E-02, -1.600769575900047E-02, -1.257087372931650E-02,  7.515297433050732E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454433.500000000, A.D. 2007-Nov-29 00:00:00.0000, -4.576347881893447E-01,  5.574067793763395E-01,  3.392094242856981E-02, -1.564851258832537E-02, -1.301688065373817E-02,  7.246949591722258E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454434.500000000, A.D. 2007-Nov-30 00:00:00.0000, -4.730984932537735E-01,  5.441712048043792E-01,  3.463197795046071E-02, -1.527684101203550E-02, -1.345250885771049E-02,  6.972814793637112E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454435.500000000, A.D. 2007-Dec-01 00:00:00.0000, -4.881844080648434E-01,  5.305053396278322E-01,  3.531531991848066E-02, -1.489298333402612E-02, -1.387740346369691E-02,  6.693116088146783E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454436.500000000, A.D. 2007-Dec-02 00:00:00.0000, -5.028805019839335E-01,  5.164200911127234E-01,  3.597042329155591E-02, -1.449725217683409E-02, -1.429121867570872E-02,  6.408081236803719E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454437.500000000, A.D. 2007-Dec-03 00:00:00.0000, -5.171750620359437E-01,  5.019267076488642E-01,  3.659676603174954E-02, -1.408997019658414E-02, -1.469361809376957E-02,  6.117942505804152E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454438.500000000, A.D. 2007-Dec-04 00:00:00.0000, -5.310567027960351E-01,  4.870367692006636E-01,  3.719384954415402E-02, -1.367146978760103E-02, -1.508427501860862E-02,  5.822936453803233E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454439.500000000, A.D. 2007-Dec-05 00:00:00.0000, -5.445143759759749E-01,  4.717621774582919E-01,  3.776119909534523E-02, -1.324209277707432E-02, -1.546287274619771E-02,  5.523303715379241E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454440.500000000, A.D. 2007-Dec-06 00:00:00.0000, -5.575373797003371E-01,  4.561151456995384E-01,  3.829836420997739E-02, -1.280219011017421E-02, -1.582910485176767E-02,  5.219288780425876E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454441.500000000, A.D. 2007-Dec-07 00:00:00.0000, -5.701153674632171E-01,  4.401081883730578E-01,  3.880491904512503E-02, -1.235212152602928E-02, -1.618267546295871E-02,  4.911139769758241E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454442.500000000, A.D. 2007-Dec-08 00:00:00.0000, -5.822383567565290E-01,  4.237541104140358E-01,  3.928046274200860E-02, -1.189225522498888E-02, -1.652329952177958E-02,  4.599108207219940E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454443.500000000, A.D. 2007-Dec-09 00:00:00.0000, -5.938967373613890E-01,  4.070659963036193E-01,  3.972461975476776E-02, -1.142296752760516E-02, -1.685070303506989E-02,  4.283448788585137E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454444.500000000, A.D. 2007-Dec-10 00:00:00.0000, -6.050812792945266E-01,  3.900571988837518E-01,  4.013704015597727E-02, -1.094464252578162E-02, -1.716462331317975E-02,  3.964419147551968E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454445.500000000, A.D. 2007-Dec-11 00:00:00.0000, -6.157831404021180E-01,  3.727413279393336E-01,  4.051739991862891E-02, -1.045767172654739E-02, -1.746480919660070E-02,  3.642279619129048E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454446.500000000, A.D. 2007-Dec-12 00:00:00.0000, -6.259938735939026E-01,  3.551322385598772E-01,  4.086540117433504E-02, -9.962453688928351E-03, -1.775102127030157E-02,  3.317293000720984E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454447.500000000, A.D. 2007-Dec-13 00:00:00.0000, -6.357054337109198E-01,  3.372440192930716E-01,  4.118077244753776E-02, -9.459393654398409E-03, -1.802303206554265E-02,  2.989724311221714E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454448.500000000, A.D. 2007-Dec-14 00:00:00.0000, -6.449101840206934E-01,  3.190909801028783E-01,  4.146326886554182E-02, -8.948903171406267E-03, -1.828062624896147E-02,  2.659840548431248E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454449.500000000, A.D. 2007-Dec-15 00:00:00.0000, -6.536009023341685E-01,  3.006876401449711E-01,  4.171267234421606E-02, -8.431399714412029E-03, -1.852360079878254E-02,  2.327910445067548E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454450.500000000, A.D. 2007-Dec-16 00:00:00.0000, -6.617707867391616E-01,  2.820487153724965E-01,  4.192879174924087E-02, -7.907306298024958E-03, -1.875176516792736E-02,  1.994204223741190E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454451.500000000, A.D. 2007-Dec-17 00:00:00.0000, -6.694134609457272E-01,  2.631891059852944E-01,  4.211146303281401E-02, -7.377051086696658E-03, -1.896494143396677E-02,  1.658993351167755E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454452.500000000, A.D. 2007-Dec-18 00:00:00.0000, -6.765229792391518E-01,  2.441238837358335E-01,  4.226054934574996E-02, -6.841067000433682E-03, -1.916296443573053E-02,  1.322550291908993E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454453.500000000, A.D. 2007-Dec-19 00:00:00.0000, -6.830938310369401E-01,  2.248682791052181E-01,  4.237594112494589E-02, -6.299791317126111E-03, -1.934568189653477E-02,  9.851482619922733E-05,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454454.500000000, A.D. 2007-Dec-20 00:00:00.0000, -6.891209450466186E-01,  2.054376683626999E-01,  4.245755615621381E-02, -5.753665271945092E-03, -1.951295453393406E-02,  6.470609826828271E-05,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454455.500000000, A.D. 2007-Dec-21 00:00:00.0000, -6.945996930216901E-01,  1.858475605221961E-01,  4.250533961251120E-02, -5.203133654327620E-03, -1.966465615595415E-02,  3.085624347141320E-05,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454456.500000000, A.D. 2007-Dec-22 00:00:00.0000, -6.995258931135783E-01,  1.661135842093434E-01,  4.251926406762947E-02, -4.648644403061603E-03, -1.980067374378309E-02, -3.007338672493310E-06,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454457.500000000, A.D. 2007-Dec-23 00:00:00.0000, -7.038958128179200E-01,  1.462514744526337E-01,  4.249932948543143E-02, -4.090648199978821E-03, -1.992090752091866E-02, -3.685727159520101E-05,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454458.500000000, A.D. 2007-Dec-24 00:00:00.0000, -7.077061715140649E-01,  1.262770594121679E-01,  4.244556318475713E-02, -3.529598062758122E-03, -2.002527100879099E-02, -7.066622594159233E-05,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454459.500000000, A.D. 2007-Dec-25 00:00:00.0000, -7.109541425971391E-01,  1.062062470595325E-01,  4.235801978014584E-02, -2.965948937335732E-03, -2.011369106890014E-02, -1.044069436702102E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454460.500000000, A.D. 2007-Dec-26 00:00:00.0000, -7.136373552025286E-01,  8.605501182225803E-02,  4.223678109854986E-02, -2.400157290414350E-03, -2.018610793152897E-02, -1.380522619643640E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454461.500000000, A.D. 2007-Dec-27 00:00:00.0000, -7.157538955231244E-01,  6.583938120624334E-02,  4.208195607224327E-02, -1.832680702557225E-03, -2.024247521111285E-02, -1.715751369268049E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454462.500000000, A.D. 2007-Dec-28 00:00:00.0000, -7.173023077201537E-01,  4.557542240944010E-02,  4.189368060815532E-02, -1.263977462348140E-03, -2.028275990836798E-02, -2.049486670316576E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454463.500000000, A.D. 2007-Dec-29 00:00:00.0000, -7.182815944289036E-01,  2.527922893997963E-02,  4.167211743388376E-02, -6.945061620928381E-04, -2.030694239930139E-02, -2.381461163078382E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454464.500000000, A.D. 2007-Dec-30 00:00:00.0000, -7.186912168611123E-01,  4.966907251789708E-03,  4.141745592066981E-02, -1.247252955320926E-04, -2.031501641124621E-02, -2.711409372287345E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2454465.500000000, A.D. 2007-Dec-31 00:00:00.0000, -7.185310945062494E-01, -1.534543658939578E-02,  4.112991188363913E-02,  4.449071420384826E-04, -2.030698898605605E-02, -3.039067932872804E-04,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
